date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tourn_lower
2025-11-17,Czech Republic,Gibraltar,6.0,0.0,FIFA World Cup qualification,Olomouc,Czech Republic,False,fifa world cup qualification
2025-11-17,Montenegro,Croatia,2.0,3.0,FIFA World Cup qualification,Podgorica,Montenegro,False,fifa world cup qualification
2025-11-17,Cape Verde,Egypt,1.0,1.0,Al Ain International Cup,Al Ain,United Arab Emirates,True,al ain international cup
2025-11-17,Vanuatu,Fiji,2.0,0.0,MSG Prime Minister's Cup,Port Moresby,Papua New Guinea,True,msg prime minister's cup
2025-11-18,Angola,Zambia,3.0,2.0,Friendly,Luanda,Angola,False,friendly
2025-11-18,Morocco,Uganda,4.0,0.0,Friendly,Tangier,Morocco,False,friendly
2025-11-18,Oman,Ivory Coast,0.0,2.0,Friendly,Seeb,Oman,False,friendly
2025-11-18,Saudi Arabia,Algeria,0.0,2.0,Friendly,Jeddah,Saudi Arabia,False,friendly
2025-11-18,Guinea,Niger,1.0,1.0,Friendly,Mohammedia,Morocco,True,friendly
2025-11-18,Kenya,Senegal,0.0,8.0,Friendly,Antalya,Turkey,True,friendly
2025-11-18,Benin,Burkina Faso,0.0,3.0,Friendly,Mohammedia,Morocco,True,friendly
2025-11-18,Japan,Bolivia,3.0,0.0,Kirin Cup,Tokyo,Japan,False,kirin cup
2025-11-18,Mali,Jordan,3.0,2.0,Friendly,Radès,Tunisia,True,friendly
2025-11-18,Kuwait,Gambia,2.0,2.0,Friendly,Cairo,Egypt,True,friendly
2025-11-18,Lesotho,Malawi,0.0,1.0,Friendly,Bloemfontein,South Africa,True,friendly
2025-11-18,Maldives,Philippines,0.0,2.0,AFC Asian Cup qualification,Malé,Maldives,False,afc asian cup qualification
2025-11-18,Timor-Leste,Tajikistan,0.0,5.0,AFC Asian Cup qualification,Darwin,Australia,True,afc asian cup qualification
2025-11-18,Yemen,Bhutan,7.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,afc asian cup qualification
2025-11-18,Brunei,Lebanon,0.0,3.0,AFC Asian Cup qualification,Bandar Seri Begawan,Brunei,False,afc asian cup qualification
2025-11-18,Bangladesh,India,1.0,0.0,AFC Asian Cup qualification,Dhaka,Bangladesh,False,afc asian cup qualification
2025-11-18,Hong Kong,Singapore,1.0,2.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False,afc asian cup qualification
2025-11-18,Sri Lanka,Thailand,0.0,4.0,AFC Asian Cup qualification,Colombo,Sri Lanka,False,afc asian cup qualification
2025-11-18,Turkmenistan,Taiwan,3.0,1.0,AFC Asian Cup qualification,Arkadag,Turkmenistan,False,afc asian cup qualification
2025-11-18,Pakistan,Syria,0.0,5.0,AFC Asian Cup qualification,Islamabad,Pakistan,False,afc asian cup qualification
2025-11-18,Malaysia,Nepal,1.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False,afc asian cup qualification
2025-11-18,Brazil,Tunisia,1.0,1.0,Friendly,Lille,France,True,friendly
2025-11-18,Canada,Venezuela,2.0,0.0,Friendly,Fort Lauderdale,United States,True,friendly
2025-11-18,Chile,Peru,2.0,1.0,Friendly,Sochi,Russia,True,friendly
2025-11-18,Colombia,Australia,3.0,0.0,Friendly,New York,United States,True,friendly
2025-11-18,Cyprus,Estonia,2.0,4.0,Friendly,Limassol,Cyprus,False,friendly
2025-11-18,Ecuador,New Zealand,2.0,0.0,Friendly,Harrison,United States,True,friendly
2025-11-18,Faroe Islands,Kazakhstan,1.0,0.0,Friendly,Pula,Croatia,True,friendly
2025-11-18,South Korea,Ghana,1.0,0.0,Friendly,Seoul,South Korea,False,friendly
2025-11-18,Mexico,Paraguay,1.0,2.0,Friendly,San Antonio,United States,True,friendly
2025-11-18,United States,Uruguay,5.0,1.0,Friendly,Tampa,United States,False,friendly
2025-11-18,Iraq,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Basra,Iraq,False,fifa world cup qualification
2025-11-18,Kosovo,Switzerland,1.0,1.0,FIFA World Cup qualification,Pristina,Kosovo,False,fifa world cup qualification
2025-11-18,Sweden,Slovenia,1.0,1.0,FIFA World Cup qualification,Solna,Sweden,False,fifa world cup qualification
2025-11-18,Scotland,Denmark,4.0,2.0,FIFA World Cup qualification,Glasgow,Scotland,False,fifa world cup qualification
2025-11-18,Belarus,Greece,0.0,0.0,FIFA World Cup qualification,Zalaegerszeg,Hungary,True,fifa world cup qualification
2025-11-18,Spain,Turkey,2.0,2.0,FIFA World Cup qualification,Seville,Spain,False,fifa world cup qualification
2025-11-18,Bulgaria,Georgia,2.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,False,fifa world cup qualification
2025-11-18,Austria,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Vienna,Austria,False,fifa world cup qualification
2025-11-18,Romania,San Marino,7.0,1.0,FIFA World Cup qualification,Ploiești,Romania,False,fifa world cup qualification
2025-11-18,Wales,North Macedonia,7.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,fifa world cup qualification
2025-11-18,Belgium,Liechtenstein,7.0,0.0,FIFA World Cup qualification,Liège,Belgium,False,fifa world cup qualification
2025-11-18,Dominican Republic,Martinique,0.0,0.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,False,concacaf series
2025-11-18,Saint Kitts and Nevis,Belize,2.0,6.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,False,concacaf series
2025-11-18,Antigua and Barbuda,Guyana,1.0,4.0,CONCACAF Series,North Sound,Antigua and Barbuda,False,concacaf series
2025-11-18,Iran,Uzbekistan,0.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True,al ain international cup
2025-11-19,Laos,Vietnam,0.0,2.0,AFC Asian Cup qualification,Vientiane,Laos,False,afc asian cup qualification
2025-11-20,Vanuatu,Solomon Islands,,,MSG Prime Minister's Cup,Port Moresby,Papua New Guinea,True,msg prime minister's cup
